Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Activity,Location,Reporting Type,Units,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),233,Estonia,TOTAL,ALLAREA,G,M_M3_PER_YR,136.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),233,Estonia,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,ISIC4_B,ALLAREA,G,M_M3_PER_YR,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,ISIC4_C,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,PRIV_HH,ALLAREA,G,M_M3_PER_YR,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,SERV_HH,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,SERVICES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,TOTAL,ALLAREA,G,M_M3_PER_YR,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),246,Finland,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,1116.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,ISIC4_C,ALLAREA,G,M_M3_PER_YR,1050.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,ISIC4_D,ALLAREA,G,M_M3_PER_YR,66.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,PRIV_HH,ALLAREA,G,M_M3_PER_YR,5114.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,SERV_HH,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,SERVICES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,TOTAL,ALLAREA,G,M_M3_PER_YR,6231.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),276,Germany,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,ISIC4_C,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,PRIV_HH,ALLAREA,G,M_M3_PER_YR,335.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,SERV_HH,ALLAREA,G,M_M3_PER_YR,417.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,SERVICES,ALLAREA,G,M_M3_PER_YR,82.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,TOTAL,ALLAREA,G,M_M3_PER_YR,417.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),348,Hungary,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),INDUSTRIES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),ISIC4_C,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),PRIV_HH,ALLAREA,G,M_M3_PER_YR,3109.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),SERV_HH,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),SERVICES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),TOTAL,ALLAREA,G,M_M3_PER_YR,3109.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),364,Iran (Islamic Republic of),TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,ISIC4_C,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,PRIV_HH,ALLAREA,G,M_M3_PER_YR,627.10649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,SERV_HH,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,SERVICES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,TOTAL,ALLAREA,G,M_M3_PER_YR,704.59601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),368,Iraq,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,ISIC4_C,ALLAREA,G,M_M3_PER_YR,30.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,PRIV_HH,ALLAREA,G,M_M3_PER_YR,252.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,SERV_HH,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,SERVICES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,TOTAL,ALLAREA,G,M_M3_PER_YR,282.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),400,Jordan,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,4234.98557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,ISIC4_A,ALLAREA,G,M_M3_PER_YR,297.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,ISIC4_C,ALLAREA,G,M_M3_PER_YR,4234.98557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,PRIV_HH,ALLAREA,G,M_M3_PER_YR,467.49202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,SERV_HH,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,SERVICES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,TOTAL,ALLAREA,G,M_M3_PER_YR,5918.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),398,Kazakhstan,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,11.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,ISIC4_C,ALLAREA,G,M_M3_PER_YR,4.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,ISIC4_D,ALLAREA,G,M_M3_PER_YR,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,PRIV_HH,ALLAREA,G,M_M3_PER_YR,34.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,SERV_HH,ALLAREA,G,M_M3_PER_YR,38.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,SERVICES,ALLAREA,G,M_M3_PER_YR,3.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,TOTAL,ALLAREA,G,M_M3_PER_YR,50.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),412,Kosovo,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,30.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,ISIC4_A,ALLAREA,G,M_M3_PER_YR,45.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,ISIC4_B,ALLAREA,G,M_M3_PER_YR,9.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,ISIC4_C,ALLAREA,G,M_M3_PER_YR,17.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,ISIC4_D,ALLAREA,G,M_M3_PER_YR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,ISIC4_F,ALLAREA,G,M_M3_PER_YR,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,PRIV_HH,ALLAREA,G,M_M3_PER_YR,106.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,SERV_HH,ALLAREA,G,M_M3_PER_YR,113.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,SERVICES,ALLAREA,G,M_M3_PER_YR,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,TOTAL,ALLAREA,G,M_M3_PER_YR,188.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),428,Latvia,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,33.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,ISIC4_A,ALLAREA,G,M_M3_PER_YR,56.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,ISIC4_B,ALLAREA,G,M_M3_PER_YR,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,ISIC4_C,ALLAREA,G,M_M3_PER_YR,30.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,ISIC4_D,ALLAREA,G,M_M3_PER_YR,1.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,ISIC4_F,ALLAREA,G,M_M3_PER_YR,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,PRIV_HH,ALLAREA,G,M_M3_PER_YR,148.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,SERV_HH,ALLAREA,G,M_M3_PER_YR,177.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,SERVICES,ALLAREA,G,M_M3_PER_YR,28.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,TOTAL,ALLAREA,G,M_M3_PER_YR,267.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),440,Lithuania,TOTAL,URBAN,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),458,Malaysia,INDUSTRIES,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),458,Malaysia,ISIC4_A,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),458,Malaysia,ISIC4_B,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),458,Malaysia,ISIC4_C,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),458,Malaysia,ISIC4_D,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.3,6.3.1,EN_WWT_GEN,Total wastewater generated (million m3/year),458,Malaysia,ISIC4_F,ALLAREA,G,M_M3_PER_YR,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
